,plot,slope,inter,sd,rep,site,r2,RIL
352,207,0.342858898,-4.242582221,1.028664401,P1,1,0.999829479,RIJC138
353,207,0.246781128,-2.240167537,0.771338756,P3,1,0.921247018,RIJC138
354,207,0.241451005,-1.988649495,0.728843761,P2,1,0.987715035,RIJC138
355,208,0.157614616,-0.064924326,0.473834707,P1,1,0.995822078,RIJC261
356,208,0.216179193,-1.164330021,0.677737279,P3,1,0.915688044,RIJC261
357,208,0.239183037,-1.570983226,0.741644316,P2,1,0.936077736,RIJC261
358,209,0.37880287,-4.691193737,1.13900751,P3,1,0.995441758,RIJC017
359,209,0.304247948,-2.921392039,0.918475187,P2,1,0.987558811,RIJC017
360,209,0.285084676,-3.479937188,0.858447086,P1,1,0.992574688,RIJC017
361,21,0.376587869,-4.313048986,1.158204562,P2,1,0.951490855,RIJC003
362,21,0.105511919,1.265974896,0.323793777,P3,1,0.955671329,RIJC003
363,21,0.178060033,0.052169848,0.544360535,P1,1,0.962946466,RIJC003
364,210,0.263275711,-2.634143009,0.799510973,P1,1,0.975922297,RIJC337
365,210,0.282334776,-2.768778274,0.855579481,P2,1,0.980055205,RIJC337
366,210,0.246160683,-1.742157172,0.738482947,P3,1,0.999997567,RIJC337
367,211,0.151018889,-0.363793114,0.454500021,P3,1,0.993658694,RIJC217
368,211,0.297613461,-3.070522776,0.907875799,P1,1,0.967152085,RIJC217
369,211,0.232324589,-1.973491572,0.706553915,P2,1,0.973065894,RIJC217
370,212,0.242584428,-1.463643346,0.732102512,P3,1,0.988153819,RIJC330
371,212,0.191827404,-0.150944637,0.610217651,P2,1,0.889394162,RIJC330
372,212,0.342236349,-3.904013519,1.052067457,P1,1,0.952374159,RIJC330
373,213,0.322249919,-3.334218595,0.976025456,P2,1,0.981083235,RIJC025
374,213,0.17035611,-0.048446144,0.540581396,P3,1,0.893790528,RIJC025
375,213,0.269133776,-2.72495494,0.809667766,P1,1,0.994409396,RIJC025
376,214,0.177530643,0.080632094,0.542340014,P1,1,0.964374825,RIJC136
377,214,0.185638814,-0.010691355,0.58917678,P2,1,0.893488223,RIJC136
378,214,0.305839035,-3.241791131,0.92146492,P3,1,0.99144979,RIJC136
379,215,0.210307492,-0.807945848,0.633820644,P3,1,0.990875839,RIJC003
380,215,0.209433832,-0.451684037,0.631694611,P1,1,0.989285956,RIJC003
381,215,0.298795865,-2.70190936,0.897560162,P2,1,0.997388915,RIJC003
382,216,0.261301188,-2.374525258,0.785580529,P3,1,0.995735194,RIJC262
383,216,0.294424012,-2.757277428,0.892570805,P2,1,0.979272608,RIJC262
384,216,0.27155715,-2.14511155,0.824564004,P1,1,0.976149305,RIJC262
385,217,0.27538875,-2.834967361,0.826727588,P2,1,0.998642484,RIJC230
386,217,0.279813188,-2.805461109,0.840327531,P3,1,0.997887735,RIJC230
387,217,0.172611518,-0.729570279,0.521077978,P1,1,0.987589848,RIJC230
388,218,0.272050081,-3.185778192,0.820287223,P1,1,0.989938769,RIJC235
389,218,0.295020836,-3.380000408,0.895322465,P2,1,0.977212297,RIJC235
390,218,0.280046825,-2.901066105,0.844284897,P3,1,0.990206505,RIJC235
391,219,0.181810279,-0.79152595,0.551676982,P3,1,0.977483976,RIJC147
392,219,0.28984078,-3.035984427,0.870356606,P1,1,0.998083852,RIJC147
393,219,0.211163777,-1.682636294,0.642750055,P2,1,0.971397783,RIJC147
394,22,0.298514919,-2.24169931,0.896726815,P3,1,0.997365352,RIJC363
395,22,0.201019404,-0.384576514,0.608660149,P2,1,0.981677266,RIJC363
396,22,0.306809664,-2.149927913,0.928982499,P1,1,0.981669986,RIJC363
397,220,0.252830496,-1.826399084,0.760418196,P2,1,0.994938921,RIJC241
398,220,0.241271536,-2.169361444,0.734020195,P3,1,0.972385939,RIJC241
399,220,0.243917483,-2.184034104,0.735458639,P1,1,0.989946814,RIJC241
400,221,0.228027441,-1.818144226,0.688466454,P1,1,0.98730462,RIJC367
401,221,0.321888676,-3.297135212,0.982217937,P2,1,0.966580848,RIJC367
402,221,0.275333849,-1.982378256,0.826007236,P3,1,0.999986223,RIJC367
403,222,0.126358004,0.376416056,0.393077964,P3,1,0.93001644,RIJC250
404,222,0.15865899,-0.222699078,0.476209092,P1,1,0.999025367,RIJC250
405,222,0.210856423,-1.246589089,0.634070715,P2,1,0.99526971,RIJC250
406,223,0.232273425,-1.95371306,0.704185672,P2,1,0.979190492,RIJC145
407,223,0.299590071,-3.282494413,0.909903049,P1,1,0.975679318,RIJC145
408,223,0.254587242,-1.601355033,0.773827107,P3,1,0.974154643,RIJC145
409,224,0.331270525,-4.156191292,1.024623796,P2,1,0.940760829,RIJC302
410,224,0.268891338,-2.464576954,0.824276589,P3,1,0.957745684,RIJC302
411,224,0.276833297,-2.185303274,0.891968964,P1,1,0.866921296,RIJC302
412,225,0.32194266,-3.178029009,0.981858533,P2,1,0.967613071,RIJC074
413,225,0.357393671,-3.862314989,1.081490672,P3,1,0.982857752,RIJC074
414,225,0.279341859,-2.310538661,0.846426545,P1,1,0.980248077,RIJC074
415,226,0.230021108,-0.944853841,0.71654168,P2,1,0.927459548,RIJC035
416,226,0.234487439,-2.233765261,0.712586903,P1,1,0.974554212,RIJC035
417,226,0.210698526,-0.770524472,0.638749124,P3,1,0.979275456,RIJC035
418,227,0.251633265,-1.70276722,0.754926353,P2,1,0.999929638,RIJC255
419,227,0.126499182,0.26019141,0.404952609,P1,1,0.878232577,RIJC255
420,227,0.28745344,-2.788544916,0.9060065,P3,1,0.905972265,RIJC255
421,228,0.24475023,-2.702040369,0.742056198,P2,1,0.97907313,RIJC144
422,228,0.26224533,-3.095968023,0.7952966,P3,1,0.978587767,RIJC144
423,228,0.15556979,0.027452302,0.49411612,P1,1,0.892144076,RIJC144
424,229,0.194995325,-1.308150718,0.588187832,P2,1,0.989142443,RIJC232
425,229,0.243157021,-2.338135701,0.729695449,P3,1,0.99938508,RIJC232
426,229,0.148434368,-0.733583333,0.446846427,P1,1,0.993104313,RIJC232
427,23,0.310516195,-3.584757677,0.931984686,P2,1,0.999064363,RIJC146
428,23,0.336955435,-3.658525536,1.011425007,P1,1,0.998895525,RIJC146
429,23,-0.093015333,4.583701929,0.406265376,P3,1,0.471771796,RIJC146
430,230,0.296861425,-3.114565529,0.904672251,P2,1,0.96909757,RIJC334
431,230,0.364006965,-4.288901535,1.097846561,P1,1,0.989415261,RIJC334
432,230,0.263211778,-2.434062557,0.793988408,P3,1,0.989064975,RIJC334
433,231,0.152326193,-0.260091344,0.486341157,P2,1,0.882896179,RIJC081
434,231,0.225931373,-2.213315939,0.683156502,P3,1,0.984362768,RIJC081
435,231,0.143007301,-0.646789617,0.45927226,P1,1,0.872606617,RIJC081
436,232,0.193616865,-1.656920086,0.581216547,P2,1,0.998741136,RIJC237
437,232,0.186066232,-1.47425068,0.561231579,P3,1,0.989221248,RIJC237
438,232,0.191170103,-1.668694342,0.573828289,P1,1,0.998892028,RIJC237
439,233,0.25213082,-1.9272136,0.756401374,P2,1,0.999976433,RIJC203
440,233,0.174402856,-1.647450835,0.523818683,P1,1,0.997671861,RIJC203
441,233,0.165171318,-0.132729416,0.495834474,P3,1,0.998707562,RIJC203
442,234,0.359494836,-4.638886457,1.089846193,P3,1,0.97925861,RIJC030
443,234,0.310012197,-3.681284567,0.932641109,P2,1,0.994422543,RIJC030
444,234,0.18976068,-1.045504743,0.582978403,P1,1,0.95356441,RIJC030
445,235,0.21523896,-1.42799823,0.661822308,P1,1,0.951922242,RIJC208
446,235,0.235873018,-1.814754629,0.719603257,P3,1,0.966969548,RIJC208
447,235,0.259083561,-1.685374636,0.779303488,P2,1,0.994738632,RIJC208
448,236,0.395860897,-4.438389407,1.192160951,P3,1,0.992334141,RIJC224
449,236,0.323637337,-2.765553649,0.972696388,P1,1,0.996334437,RIJC224
450,236,0.417067445,-4.959486152,1.271355952,P2,1,0.968547156,RIJC224
451,237,0.220761293,-1.259092479,0.663033223,P3,1,0.997740929,TM8
452,237,0.256156682,-2.631491511,0.768583636,P1,1,0.999704439,TM8
453,237,0.311034541,-3.391302318,0.933416995,P2,1,0.99932866,TM8
454,238,0.245266948,-2.436268677,0.744745755,P1,1,0.976122873,RIJC079
455,238,0.512994355,-7.310443764,1.544361006,P3,1,0.993047509,RIJC079
456,238,0.225449595,-0.97681818,0.69737553,P2,1,0.940606594,RIJC079
457,239,0.360718948,-3.997550952,1.086251343,P1,1,0.992475436,RIJC206
458,239,0.357999364,-4.485091203,1.076085844,P3,1,0.996123492,RIJC206
459,239,0.381160181,-3.727806523,1.154505059,P2,1,0.980992931,RIJC206
460,24,0.344130256,-4.072136852,1.033224055,P3,1,0.998387668,JAM
461,24,0.35548831,-4.129042265,1.079299599,P1,1,0.97635808,JAM
462,24,0.255323038,-1.814628658,0.776954121,P2,1,0.97192279,JAM
463,240,0.369350069,-3.702617981,1.108133862,P3,1,0.999849023,RIJC331
464,240,0.426879718,-5.402869816,1.280999665,P1,1,0.999437222,RIJC331
465,240,0.404883332,-4.774898605,1.232002395,P2,1,0.972028957,RIJC331
466,241,0.256448633,-2.050357757,1.156454052,P1,2,0.999890844,RIJC331
467,241,0.372710196,-4.070752846,1.682515801,P3,2,0.997775472,RIJC331
468,241,0.373257548,-4.144553712,1.683904342,P2,2,0.999058557,RIJC331
469,242,0.189678283,0.716673324,0.855307952,P1,2,0.99999719,CAL
470,242,0.177422115,1.273316632,0.800060007,P3,2,0.999951556,CAL
471,242,0.26005761,-0.505491949,1.174648733,P2,2,0.996624789,CAL
472,243,0.252739556,-2.37469872,1.152466319,P3,2,0.977909202,RIJC004
473,243,0.204378223,-0.632807947,0.922137072,P1,2,0.998819131,RIJC004
474,243,0.211178935,-0.89221508,0.952297373,P2,2,0.99991849,RIJC004
475,244,0.188157754,-1.032849224,0.871869668,P3,2,0.946999353,RIJC079
476,244,0.30115402,-2.517479233,1.359517983,P1,2,0.997736814,RIJC079
477,244,0.257807954,-1.59751169,1.166896386,P2,2,0.992513938,RIJC079
478,245,0.286813737,-2.579310666,1.325211436,P1,2,0.952441095,RIJC136
479,245,0.052728681,1.316889528,0.239045324,P3,2,0.989331609,RIJC136
480,245,0.064189378,1.173487674,0.303659742,P2,2,0.908574358,RIJC136
481,246,0.426697838,-4.930248942,2.298497127,P2,2,0.700747465,RIJC147
482,246,0.198439773,-1.225289857,0.894859699,P3,2,0.999898977,RIJC147
483,246,0.320861277,-3.03559908,1.45126131,P1,2,0.993921214,RIJC147
484,247,0.272122866,-2.081742064,1.23475193,P1,2,0.987595776,RIJC337
485,247,0.228752854,-0.881034317,1.031659026,P2,2,0.999699001,RIJC337
486,247,0.292517628,-2.907673703,1.329687821,P3,2,0.984041208,RIJC337
487,248,0.104911281,0.843202004,0.499238893,P3,2,0.897916889,RIJC241
488,248,0.01662426,2.868257811,0.449329447,P1,2,0.027833222,RIJC241
489,248,0.184226147,-0.514803014,0.857410863,P2,2,0.938713696,RIJC241
490,249,-0.025248593,4.085577556,0.495256447,P3,2,0.052847285,RIJC367
491,249,0.102617006,2.001517349,0.581315047,P2,2,0.633613076,RIJC367
492,249,0.286857631,-2.860896755,1.332071815,P1,2,0.942944469,RIJC367
493,25,0.31553605,-3.7616751,0.950132563,P2,1,0.99259498,RIJC243
494,25,0.33772435,-3.982830112,1.017589299,P3,1,0.991339006,RIJC243
495,25,0.351177223,-3.725847908,1.053924521,P1,1,0.999254638,RIJC243
496,250,0.123402379,-0.661404775,0.557159875,P1,2,0.997461133,RIJC019
497,250,0.113130318,0.074537682,0.513383647,P2,2,0.987375921,RIJC019
498,250,0.241224342,-3.367556905,1.093776754,P3,2,0.988993557,RIJC019
499,251,0.268323657,-3.008318498,1.212072799,P3,2,0.996481175,RIJC235
500,251,0.139651801,0.118892217,0.760241549,P1,2,0.686117438,RIJC235
501,251,0.089879839,1.496266377,0.449615772,P2,2,0.812549966,RIJC235
502,252,0.308146631,-3.011669653,1.412639502,P3,2,0.967521744,RIJC335
503,252,0.203158398,-1.303047389,0.994297711,P2,2,0.848877963,RIJC335
504,252,0.145295089,0.595543664,0.793756003,P1,2,0.681296884,RIJC335
505,253,0.258240547,-2.058984834,1.166210381,P2,2,0.99701947,RIJC208
506,253,0.25538621,-1.309453563,1.165897287,P3,2,0.975624918,RIJC208
507,253,0.287451371,-2.467736701,1.296245841,P1,2,0.999913883,RIJC208
508,254,0.237031584,-0.686275704,1.075431251,P1,2,0.987769727,RIJC205
509,254,0.089185226,1.998906726,0.586642027,P2,2,0.469946121,RIJC205
510,254,0.183640107,-0.768087142,0.831175745,P3,2,0.99256266,RIJC205
511,255,0.22240442,-0.747084529,1.008911029,P3,2,0.988074445,CAL
512,255,0.276802358,-1.557442349,1.258343004,P1,2,0.983897991,CAL
513,255,0.204379744,0.086388327,0.923508443,P2,2,0.995869749,CAL
514,256,0.133152129,-0.036585074,0.604474801,P3,2,0.98661657,RIJC045
515,256,0.094472367,-0.039877193,0.436864916,P2,2,0.950875889,RIJC045
516,256,0.216826446,-1.446930669,0.978159728,P1,2,0.999110509,RIJC045
517,257,0.177727355,-0.343784644,0.801620332,P2,2,0.999492839,RIJC348
518,257,0.107351248,0.371068114,0.561090663,P3,2,0.744314865,RIJC348
519,257,0.289237928,-2.697711996,1.313226558,P1,2,0.986369761,RIJC348
520,258,0.110661305,0.545064789,0.500935686,P1,2,0.992284511,RIJC070
521,258,0.077167976,1.327931042,0.347972072,P2,2,0.99998624,RIJC070
522,258,0.164494442,-0.486287574,0.746593529,P3,2,0.987057824,RIJC070
523,259,0.195477494,-0.639741594,0.881575854,P3,2,0.99973002,TM6
524,259,0.248606558,-1.971067095,1.130398847,P1,2,0.983490866,TM6
525,259,0.236925753,-0.885184449,1.068764816,P2,2,0.99923773,TM6
526,26,0.306876567,-3.770988828,0.922173748,P3,1,0.996654094,RIJC237
527,26,0.211771958,-1.539542506,0.635919736,P2,1,0.998101726,RIJC237
528,26,0.305581227,-3.323671108,0.920393332,P1,1,0.992085093,RIJC237
529,260,0.170801767,0.52779855,0.794265296,P3,2,0.940290668,RIJC142
530,260,0.178518999,-0.675004907,0.807759825,P2,2,0.993145698,RIJC142
531,260,0.180384133,1.080519112,0.819507896,P1,2,0.985142287,RIJC142
532,261,0.127924081,0.696612154,0.592884611,P2,2,0.946613803,RIJC232
533,261,0.200211721,-0.803019275,0.913524785,P1,2,0.976667889,RIJC232
534,261,0.098466935,0.942773864,0.472603051,P3,2,0.882665959,RIJC232
535,262,0.175286484,1.885227051,0.815301175,P1,2,0.939873278,RIJC020
536,262,0.34043855,-1.194829684,1.536320422,P2,2,0.998441069,RIJC020
537,262,0.318627769,-0.670039276,1.475347592,P3,2,0.948390339,RIJC020
538,263,0.336988313,-3.207583794,1.526306204,P3,2,0.991185457,RIJC373
539,263,0.202482882,-0.733892007,1.288593171,P1,2,1,RIJC373
540,263,0.178917556,-0.134238791,0.958658885,P2,2,0.708249524,RIJC373
541,264,0.097857518,2.1080395,0.445850329,P2,2,0.979532368,RIJC250
542,264,0.160750157,0.856324038,0.738199595,P3,2,0.964192581,RIJC250
543,264,0.208978764,-0.589864675,0.942422716,P1,2,0.999819033,RIJC250
544,265,0.258730232,-1.923633802,1.167362583,P2,2,0.998829585,RIJC240
545,265,0.251822052,-2.071824886,1.172405159,P1,2,0.938081684,RIJC240
546,265,0.249443487,-1.186125338,1.125862471,P3,2,0.998118791,RIJC240
547,266,0.107565488,0.819439928,0.490053351,P1,2,0.979642822,RIJC327
548,266,0.22156753,-1.233962999,1.003484064,P2,2,0.991288012,RIJC327
549,266,0.20362204,-0.907313415,0.918547633,P3,2,0.999205423,RIJC327
550,267,0.064464559,1.656742844,0.301562867,P3,2,0.929169384,RIJC370
551,267,0.238090122,-1.481998987,1.086342861,P1,2,0.976691723,RIJC370
552,267,0.120040111,0.346303501,0.555763576,P2,2,0.948595804,RIJC370
553,268,0.259420667,-1.923056786,1.185450429,P2,2,0.973757751,RIJC076
554,268,0.160081201,-0.086907718,0.737997087,P3,2,0.9567092,RIJC076
555,268,0.369626368,-4.64999346,1.678885989,P1,2,0.985580402,RIJC076
556,269,0.24569451,-1.035784623,1.108311081,P2,2,0.999254552,RIJC334
557,269,0.218194645,-0.881260792,0.985291632,P1,2,0.997165326,RIJC334
558,269,0.26516951,-1.830345225,1.214172067,P3,2,0.969829252,RIJC334
559,27,0.294108833,-2.202177845,0.895181491,P1,1,0.971485803,RIJC065
560,27,0.389284585,-3.269228714,1.174456416,P2,1,0.988787833,RIJC065
561,27,0.29152522,-2.04424553,0.889559819,P3,1,0.966594804,RIJC065
562,270,0.167034621,0.233369164,0.759704959,P3,2,0.982950509,RIJC146
563,270,0.144046123,0.73246577,0.697519674,P2,2,0.867159137,RIJC146
564,270,0.101003222,0.799150082,0.456115683,P1,2,0.997077757,RIJC146
565,271,0.22441129,-0.324971218,1.068939824,P3,2,0.896172207,TM1
566,271,0.355548483,-4.532162946,1.624226683,P1,2,0.974345445,TM1
567,271,0.207594404,-0.843269935,0.939946269,P2,2,0.991822166,TM1
568,272,0.269754748,-1.688129875,1.222447961,P3,2,0.990115856,TM8
569,272,0.347588377,-2.954639838,1.568896796,P1,2,0.998045449,TM8
570,272,0.349444551,-3.172079959,1.590008241,P2,2,0.982124117,TM8
571,273,0.211449217,-1.317287624,1.167872094,P1,2,0.666546086,RIJC224
572,273,-0.043963164,3.899000916,0.893828308,P3,2,0.049190162,RIJC224
573,273,0.225341469,-0.852417239,1.024689852,P2,2,0.983345083,RIJC224
574,274,0.266477184,-1.917930444,1.202299656,P1,2,0.998856718,RIJC030
575,274,0.194011637,-1.244752556,0.875146612,P3,2,0.999315236,RIJC030
576,274,0.197250381,-1.707747469,0.997470906,P2,2,0.795140379,RIJC030
577,275,0.298267176,-2.28017947,1.344988813,P3,2,0.999958923,RIJC074
578,275,0.341210308,-3.4381057,1.571640416,P1,2,0.958399301,RIJC074
579,275,0.172821352,-0.991448916,0.801326923,P2,2,0.945766463,RIJC074
580,276,0.295753472,-2.664608919,1.339369335,P3,2,0.991442614,RIJC244
581,276,0.223257383,-1.649429353,1.021109772,P1,2,0.972020386,RIJC244
582,276,0.212501798,-0.667517833,1.017594442,P2,2,0.886715596,RIJC244
583,277,0.173835842,1.147354351,0.817704172,P1,2,0.918956188,RIJC254
584,277,0.313832253,-2.235576624,1.420807492,P3,2,0.992049293,RIJC254
585,277,0.303266958,-3.345899728,1.368891185,P2,2,0.997977883,RIJC254
586,278,0.233700142,-0.847674685,1.068113213,P1,2,0.97340138,RIJC234
587,278,0.371874176,-4.094580124,1.68127241,P3,2,0.994774052,RIJC234
588,278,0.388734643,-3.875012609,1.753997884,P2,2,0.998750343,RIJC234
589,279,0.401906472,-4.745206762,1.813528483,P3,2,0.998641981,RIJC326
590,279,0.353851787,-2.90607104,1.607226238,P1,2,0.985592387,RIJC326
591,279,0.334544101,-3.004640857,1.512564455,P2,2,0.994689542,RIJC326
592,28,0.279223413,-3.133512945,0.837729969,P3,1,0.999857401,RIJC203
593,28,0.231993145,-0.54465951,0.736968676,P1,1,0.891856034,RIJC203
594,28,0.346695563,-3.890801502,1.040098221,P2,1,0.999977824,RIJC203
595,280,0.150163899,1.257856007,0.683502007,P1,2,0.981431662,RIJC078
596,280,0.307581331,-0.908064325,1.403548102,P3,2,0.976503762,RIJC078
597,280,0.290907241,-1.207982212,1.345490834,P2,2,0.950508828,RIJC078
598,281,0.265165714,-0.894059119,1.206066871,P1,2,0.982880096,RIJC080
599,281,0.354244082,-2.902229206,1.597509818,P3,2,0.999831269,RIJC080
600,281,0.334932199,-2.684784604,1.669665709,P2,2,0.818207256,RIJC080
601,282,0.390718026,-3.990468995,1.764827551,P1,2,0.99662305,RIJC374
602,282,0.141526341,1.464841479,0.705338519,P2,2,0.818630521,RIJC374
603,282,0.243753905,-0.296824476,1.183282651,P3,2,0.862848899,RIJC374
604,283,0.408198895,-5.84202586,1.872570845,P1,2,0.966219317,RIJC001
605,283,0.307014628,-1.776077755,1.384972037,P2,2,0.999182244,RIJC001
606,283,0.31687652,-2.388902124,1.45052886,P3,2,0.970366849,RIJC001
607,284,0.664810703,-10.27958719,3.043957475,P1,2,0.969901038,RIJC206
608,284,0.446836919,-5.687277313,2.079385593,P3,2,0.93893735,RIJC206
609,284,0.355802646,-2.857480931,1.607509395,P2,2,0.996138873,RIJC206
610,285,0.157836712,1.373292229,0.713386803,P2,2,0.995346954,TM3
611,285,0.19761292,-0.157411603,0.978350572,P3,2,0.829564668,TM3
612,285,0.240100223,-0.580263095,1.243496169,P1,2,0.758062135,TM3
613,286,0.586392268,-8.96420541,2.844965263,P1,2,0.863835633,RIJC140
614,286,0.521190934,-7.348089577,2.440290012,P2,2,0.92751171,RIJC140
615,286,0.515307661,-7.77617218,2.482734043,P3,2,0.875954161,RIJC140
616,287,0.234935013,-0.284357889,1.455292186,P3,2,0.529911904,RIJC027
617,287,0.144786415,2.421592783,0.734670762,P1,2,0.789730111,RIJC027
618,287,0.395797014,-4.078475777,1.785211364,P2,2,0.999480493,RIJC027
619,288,0.493761569,-6.740524309,2.264182675,P3,2,0.966986083,RIJC316
620,288,0.345080474,-2.887398608,1.560800074,P2,2,0.99392771,RIJC316
621,288,0.370629674,-3.805247508,1.672419716,P1,2,0.99861572,RIJC316
622,289,0.296007585,-2.735822591,1.393899938,P2,2,0.916961414,RIJC025
623,289,0.415484552,-4.885929528,1.875714094,P3,2,0.997665742,RIJC025
624,289,0.297287908,-1.884793915,1.44049051,P1,2,0.866048607,RIJC025
625,29,0.184444014,-1.181409179,0.600546934,P1,1,0.848941434,RIJC206
626,29,0.133885934,0.201007648,0.537173261,P2,1,0.559092464,RIJC206
627,29,0.17939955,-1.040915684,0.561443682,P3,1,0.91890964,RIJC206
628,290,0.487289951,-4.853548314,2.201233916,P3,2,0.996439878,RIJC314
629,290,0.479127631,-5.394950666,2.33557971,P1,2,0.855700187,RIJC314
630,290,0.396220507,-3.257949864,1.887877958,P2,2,0.895642402,RIJC314
631,291,0.363139393,-2.504202202,1.65171001,P3,2,0.982851046,RIJC141
632,291,0.313086151,-1.629540732,1.41969646,P2,2,0.988883875,RIJC141
633,291,0.457212236,-5.427496215,2.067487855,P1,2,0.994393633,RIJC141
634,292,0.228805666,0.128740819,1.123923132,P2,2,0.842692073,RIJC233
635,292,0.272869986,-1.234304577,1.349549849,P3,2,0.831270285,RIJC233
636,292,0.202291791,0.590490671,0.912773826,P1,2,0.998708489,RIJC233
637,293,0.376194302,-3.370232329,1.766508821,P1,2,0.922149607,RIJC217
638,293,0.371274474,-3.687083954,1.97407266,P2,2,0.719237786,RIJC217
639,293,0.383455411,-4.032733766,1.729099257,P3,2,0.999996486,RIJC217
640,294,0.242864982,-1.310164888,1.388947075,P3,2,0.621680124,RIJC005
641,294,0.296530611,-2.535343676,1.489953621,P1,2,0.805382421,RIJC005
642,294,0.24794289,-0.911247071,1.118188062,P2,2,0.999728784,RIJC005
643,295,0.379914395,-3.592889254,1.720508555,P2,2,0.991439932,RIJC048
644,295,0.351458658,-3.143256045,1.710784455,P1,2,0.858156474,RIJC048
645,295,0.384337535,-3.686576345,1.784877659,P3,2,0.942795005,RIJC048
646,296,0.292984448,-1.663188809,1.327182451,P1,2,0.990915118,RIJC021
647,296,0.257960141,-1.23907885,1.167392733,P2,2,0.992841271,RIJC021
648,296,0.285115241,-1.455620976,1.28578233,P3,2,0.999803239,RIJC021
649,297,0.435297647,-4.956445325,1.962866121,P1,2,0.999999679,RIJC066
650,297,0.480576342,-5.679108524,2.185475734,P2,2,0.983198886,RIJC066
651,297,0.474395741,-5.714574469,2.151601759,P3,2,0.98847653,RIJC066
652,298,0.452108462,-4.42673055,2.038689101,P2,2,0.999981233,RIJC347
653,298,0.433947307,-5.071209865,1.970349573,P1,2,0.986270418,RIJC347
654,298,0.397724468,-3.636287171,1.79593455,P3,2,0.997222777,RIJC347
655,299,0.510950477,-5.792136136,2.513047637,P2,2,0.840552328,TM4
656,299,0.385801268,-3.589819449,1.742318942,P1,2,0.996966502,TM4
657,299,0.474050644,-5.284488906,2.142951658,P3,2,0.995023444,TM4
658,3,0.286950224,-2.285711859,0.861237901,P2,1,0.999100962,RIJC136
659,3,0.301538021,-3.054068472,0.905243548,P3,1,0.998609731,RIJC136
660,3,0.381863041,-5.032319489,1.145743094,P1,1,0.999731247,RIJC136
661,30,0.280454404,-3.091742902,0.841564314,P2,1,0.999522133,RIJC373
662,30,0.411419648,-4.903953786,1.240893166,P3,1,0.989335927,RIJC373
663,30,0.367402032,-3.638985108,1.10221111,P1,1,0.999990903,RIJC373
664,300,0.289451804,-2.767851942,1.624016784,P2,2,0.645921996,RIJC017
665,300,0.266715509,-2.023720128,1.211531917,P1,2,0.98545183,RIJC017
666,300,0.315518556,-2.749809614,1.493622998,P3,2,0.907353267,RIJC017
667,301,0.290999246,-1.885539626,1.312394981,P2,2,0.999685024,RIJC212
668,301,0.170597921,0.686869214,0.777727706,P1,2,0.978365,RIJC212
669,301,0.427342803,-3.88187243,1.995878899,P3,2,0.932165436,RIJC212
670,302,0.551301395,-5.943605678,2.502459815,P2,2,0.986853165,RIJC319
671,302,0.316295045,-1.323307431,1.435316967,P3,2,0.987410453,RIJC319
672,302,0.467800062,-4.806066197,2.115767054,P1,2,0.994016127,RIJC319
673,303,0.503912258,-5.610076884,2.273337803,P2,2,0.999057486,RIJC220
674,303,0.364754554,-2.356510458,1.666890322,P3,2,0.973634549,RIJC220
675,303,0.408437625,-3.215785443,1.867217926,P1,2,0.972904134,RIJC220
676,304,0.308408267,-2.397529851,1.413016621,P2,2,0.96864817,RIJC015
677,304,0.326609985,-3.208903489,1.472780206,P1,2,0.999980699,RIJC015
678,304,0.203445097,-0.813114326,0.942229569,P3,2,0.947959049,RIJC015
679,305,0.237641291,-1.457974729,1.081750034,P2,2,0.981292662,RIJC236
680,305,0.26940785,-2.907068708,1.219897663,P1,2,0.991704481,RIJC236
681,305,0.228104424,-1.823369954,1.03079984,P3,2,0.995697262,RIJC236
682,306,0.13389503,-0.003412777,0.671435641,P2,2,0.808590651,RIJC260
683,306,0.340342873,-3.576292303,1.534815947,P3,2,0.999837211,RIJC260
684,306,0.040512539,3.790051755,0.708765573,P1,2,0.066432757,RIJC260
685,307,0.483127917,-5.492190131,2.198613929,P2,2,0.981826835,RIJC264
686,307,0.450125925,-4.442891776,2.037235422,P3,2,0.99264554,RIJC264
687,307,0.419096925,-4.520017151,2.180587577,P1,2,0.751087375,RIJC264
688,308,0.300063177,-2.796928086,1.3543387,P3,2,0.998112306,RIJC242
689,308,0.286861068,-3.092244779,1.305160096,P1,2,0.982254953,RIJC242
690,308,0.280506415,-2.571025656,1.275277188,P2,2,0.983750563,RIJC242
691,309,0.429249712,-4.09498084,1.946461367,P1,2,0.988865053,RIJC352
692,309,0.389030064,-3.558256664,1.75423869,P2,2,0.999994336,RIJC352
693,309,0.41515493,-4.411230786,1.872181351,P3,2,0.999846085,RIJC352
694,310,0.326485443,-3.690784146,1.491241149,P1,2,0.974631552,RIJC344
695,310,0.248307715,-1.675635199,1.142686019,P3,2,0.960141364,RIJC344
696,310,0.403606405,-4.715674798,1.824152873,P2,2,0.995410496,RIJC344
697,311,0.449173737,-4.746441047,2.031721655,P1,2,0.993822609,TM7
698,311,0.423200493,-3.689005149,1.915222305,P2,2,0.992801735,TM7
699,311,0.433872502,-3.954056597,1.956866532,P3,2,0.999563575,TM7
700,312,0.390410778,-4.408126159,1.789078981,P1,2,0.968262588,RIJC082
701,312,0.388066914,-3.647823537,1.767145321,P3,2,0.980567024,RIJC082
702,312,0.284214019,-1.442035698,1.28420928,P2,2,0.99592805,RIJC082
703,313,0.391499029,-3.804472936,1.811135854,P1,2,0.950096903,RIJC065
